# t theta1 omega1 theta2 omega2 E_kin E_pot E_total
3.16000 1.53830 -1.71130 1.03040 -0.39791 3.60268 -5.68448 -2.08180
3.17000 1.52064 -1.82196 1.02655 -0.36989 3.98125 -6.06305 -2.08180
3.18000 1.50186 -1.93430 1.02301 -0.33792 4.37875 -6.46055 -2.08180
3.19000 1.48195 -2.04836 1.01981 -0.30195 4.79500 -6.87680 -2.08180
3.20000 1.46088 -2.16413 1.01698 -0.26195 5.22974 -7.31154 -2.08180
3.21000 1.43866 -2.28158 1.01458 -0.21800 5.68268 -7.76447 -2.08180
3.22000 1.41525 -2.40060 1.01264 -0.17025 6.15341 -8.23521 -2.08180
3.23000 1.39064 -2.52106 1.01119 -0.11899 6.64146 -8.72325 -2.08180
3.24000 1.36482 -2.64272 1.01027 -0.06463 7.14623 -9.22803 -2.08180
3.25000 1.33778 -2.76525 1.00990 -0.00778 7.66702 -9.74882 -2.08180
3.26000 1.30952 -2.88821 1.01012 0.05074 8.20298 -10.28477 -2.08180
3.27000 1.28002 -3.01098 1.01092 0.10988 8.75309 -10.83489 -2.08180
3.28000 1.24930 -3.13281 1.01231 0.16829 9.31620 -11.39800 -2.08180
3.29000 1.21737 -3.25277 1.01428 0.22435 9.89094 -11.97274 -2.08180
3.30000 1.18425 -3.36974 1.01679 0.27614 10.47578 -12.55757 -2.08180
3.31000 1.14999 -3.48244 1.01978 0.32149 11.06899 -13.15078 -2.08180
3.32000 1.11462 -3.58946 1.02319 0.35800 11.66867 -13.75047 -2.08180
3.33000 1.07822 -3.68935 1.02690 0.38321 12.27279 -14.35459 -2.08180
3.34000 1.04087 -3.78068 1.03081 0.39472 12.87920 -14.96100 -2.08180
3.35000 1.00264 -3.86215 1.03474 0.39031 13.48569 -15.56749 -2.08180
3.36000 0.96366 -3.93271 1.03855 0.36820 14.09005 -16.17185 -2.08180
3.37000 0.92403 -3.99165 1.04204 0.32710 14.69015 -16.77195 -2.08180
3.38000 0.88387 -4.03860 1.04503 0.26637 15.28397 -17.36577 -2.08180
3.39000 0.84329 -4.07361 1.04731 0.18599 15.86969 -17.95149 -2.08180
3.40000 0.80243 -4.09706 1.04868 0.08656 16.44568 -18.52747 -2.08180
3.41000 0.76139 -4.10956 1.04898 -0.03086 17.01055 -19.09235 -2.08180
3.42000 0.72027 -4.11191 1.04801 -0.16484 17.56315 -19.64495 -2.08180
3.43000 0.67918 -4.10499 1.04563 -0.31374 18.10256 -20.18435 -2.08180
3.44000 0.63820 -4.08964 1.04169 -0.47582 18.62804 -20.70983 -2.08180
3.45000 0.59742 -4.06662 1.03608 -0.64939 19.13904 -21.22084 -2.08180
3.46000 0.55689 -4.03658 1.02867 -0.83280 19.63517 -21.71696 -2.08180
3.47000 0.51671 -4.00001 1.01939 -1.02454 20.11613 -22.19793 -2.08180
3.48000 0.47691 -3.95729 1.00816 -1.22322 20.58175 -22.66355 -2.08180
3.49000 0.43758 -3.90862 0.99491 -1.42762 21.03192 -23.11372 -2.08180
3.50000 0.39876 -3.85409 0.97959 -1.63663 21.46659 -23.54839 -2.08180
3.51000 0.36052 -3.79369 0.96216 -1.84929 21.88574 -23.96754 -2.08180
3.52000 0.32291 -3.72733 0.94260 -2.06471 22.28941 -24.37121 -2.08180
3.53000 0.28599 -3.65485 0.92086 -2.28214 22.67764 -24.75944 -2.08180
3.54000 0.24983 -3.57604 0.89695 -2.50090 23.05049 -25.13229 -2.08180
3.55000 0.21449 -3.49068 0.87084 -2.72038 23.40803 -25.48982 -2.08180
3.56000 0.18004 -3.39854 0.84254 -2.94008 23.75030 -25.83210 -2.08180
3.57000 0.14654 -3.29940 0.81204 -3.15953 24.07736 -26.15916 -2.08180
3.58000 0.11408 -3.19307 0.77935 -3.37835 24.38921 -26.47100 -2.08180
3.59000 0.08271 -3.07941 0.74448 -3.59624 24.68581 -26.76761 -2.08180
3.60000 0.05251 -2.95833 0.70743 -3.81294 24.96709 -27.04888 -2.08180
3.61000 0.02357 -2.82983 0.66822 -4.02825 25.23285 -27.31465 -2.08180
3.62000 -0.00406 -2.69399 0.62687 -4.24203 25.48283 -27.56463 -2.08180
3.63000 -0.03029 -2.55101 0.58339 -4.45415 25.71663 -27.79843 -2.08180
3.64000 -0.05506 -2.40125 0.53779 -4.66446 25.93370 -28.01549 -2.08180
3.65000 -0.07829 -2.24524 0.49011 -4.87277 26.13329 -28.21509 -2.08180
3.66000 -0.09994 -2.08375 0.44035 -5.07878 26.31446 -28.39626 -2.08180
3.67000 -0.11995 -1.91784 0.38854 -5.28196 26.47601 -28.55780 -2.08180
3.68000 -0.13829 -1.74896 0.33472 -5.48149 26.61646 -28.69826 -2.08180
3.69000 -0.15493 -1.57899 0.27893 -5.67605 26.73406 -28.81586 -2.08180
3.70000 -0.16987 -1.41042 0.22122 -5.86372 26.82672 -28.90852 -2.08180
3.71000 -0.18315 -1.24636 0.16168 -6.04181 26.89210 -28.97390 -2.08180
3.72000 -0.19483 -1.09064 0.10043 -6.20672 26.92758 -29.00937 -2.08180
3.73000 -0.20501 -0.94776 0.03761 -6.35397 26.93041 -29.01221 -2.08180
3.74000 -0.21384 -0.82268 -0.02657 -6.47836 26.89784 -28.97964 -2.08180
3.75000 -0.22154 -0.72043 -0.09186 -6.57444 26.82734 -28.90913 -2.08180
3.76000 -0.22834 -0.64553 -0.15795 -6.63720 26.71680 -28.79860 -2.08180
3.77000 -0.23455 -0.60127 -0.22448 -6.66293 26.56484 -28.64664 -2.08180
3.78000 -0.24048 -0.58915 -0.29108 -6.64997 26.37097 -28.45276 -2.08180
3.79000 -0.24644 -0.60855 -0.35736 -6.59911 26.13568 -28.21747 -2.08180
3.80000 -0.25274 -0.65684 -0.42295 -6.51346 25.86045 -27.94225 -2.08180
3.81000 -0.25966 -0.72985 -0.48753 -6.39783 25.54758 -27.62937 -2.08180
3.82000 -0.26741 -0.82261 -0.55082 -6.25792 25.19994 -27.28174 -2.08180
3.83000 -0.27616 -0.92994 -0.61262 -6.09948 24.82078 -26.90257 -2.08180
3.84000 -0.28604 -1.04701 -0.67277 -5.92775 24.41343 -26.49523 -2.08180
3.85000 -0.29712 -1.16962 -0.73115 -5.74709 23.98118 -26.06298 -2.08180
3.86000 -0.30944 -1.29428 -0.78769 -5.56095 23.52714 -25.60894 -2.08180
3.87000 -0.32300 -1.41827 -0.84236 -5.37188 23.05417 -25.13596 -2.08180
3.88000 -0.33779 -1.53946 -0.89513 -5.18170 22.56482 -24.64662 -2.08180
3.89000 -0.35378 -1.65629 -0.94599 -4.99167 22.06141 -24.14321 -2.08180
3.90000 -0.37090 -1.76762 -0.99496 -4.80259 21.54595 -23.62775 -2.08180
3.91000 -0.38911 -1.87263 -1.04205 -4.61498 21.02025 -23.10205 -2.08180
3.92000 -0.40833 -1.97076 -1.08727 -4.42918 20.48588 -22.56767 -2.08180
3.93000 -0.42850 -2.06167 -1.13064 -4.24535 19.94424 -22.02603 -2.08180
3.94000 -0.44954 -2.14515 -1.17218 -4.06363 19.39658 -21.47838 -2.08180
3.95000 -0.47138 -2.22110 -1.21192 -3.88410 18.84403 -20.92583 -2.08180
3.96000 -0.49394 -2.28954 -1.24987 -3.70682 18.28761 -20.36940 -2.08180
3.97000 -0.51714 -2.35053 -1.28606 -3.53188 17.72825 -19.81005 -2.08180
3.98000 -0.54092 -2.40420 -1.32052 -3.35935 17.16683 -19.24862 -2.08180
3.99000 -0.56520 -2.45071 -1.35326 -3.18936 16.60416 -18.68596 -2.08180
4.00000 -0.58991 -2.49027 -1.38431 -3.02201 16.04102 -18.12282 -2.08180
4.01000 -0.61499 -2.52311 -1.41371 -2.85745 15.47817 -17.55997 -2.08180
4.02000 -0.64035 -2.54945 -1.44147 -2.69583 14.91632 -16.99812 -2.08180
4.03000 -0.66595 -2.56957 -1.46763 -2.53731 14.35618 -16.43797 -2.08180
4.04000 -0.69173 -2.58371 -1.49223 -2.38208 13.79844 -15.88023 -2.08180
4.05000 -0.71761 -2.59215 -1.51529 -2.23029 13.24378 -15.32558 -2.08180
4.06000 -0.74355 -2.59514 -1.53685 -2.08214 12.69288 -14.77468 -2.08180
4.07000 -0.76949 -2.59294 -1.55694 -1.93777 12.14641 -14.22821 -2.08180
4.08000 -0.79539 -2.58580 -1.57562 -1.79737 11.60502 -13.68682 -2.08180
4.09000 -0.82120 -2.57397 -1.59290 -1.66109 11.06937 -13.15117 -2.08180
4.10000 -0.84686 -2.55767 -1.60885 -1.52908 10.54011 -12.62190 -2.08180
4.11000 -0.87233 -2.53712 -1.62350 -1.40147 10.01787 -12.09967 -2.08180
4.12000 -0.89759 -2.51252 -1.63690 -1.27838 9.50329 -11.58509 -2.08180
4.13000 -0.92257 -2.48406 -1.64908 -1.15992 8.99700 -11.07879 -2.08180
4.14000 -0.94725 -2.45190 -1.66011 -1.04618 8.49959 -10.58139 -2.08180
4.15000 -0.97160 -2.41622 -1.67002 -0.93724 8.01168 -10.09348 -2.08180
4.16000 -0.99557 -2.37715 -1.67887 -0.83317 7.53385 -9.61565 -2.08180
4.17000 -1.01913 -2.33483 -1.68670 -0.73399 7.06668 -9.14848 -2.08180
4.18000 -1.04225 -2.28938 -1.69357 -0.63975 6.61072 -8.69252 -2.08180
4.19000 -1.06491 -2.24091 -1.69951 -0.55045 6.16652 -8.24831 -2.08180
4.20000 -1.08706 -2.18952 -1.70459 -0.46607 5.73460 -7.81639 -2.08180
4.21000 -1.10869 -2.13529 -1.70885 -0.38660 5.31547 -7.39726 -2.08180
4.22000 -1.12976 -2.07834 -1.71234 -0.31199 4.90962 -6.99142 -2.08180
4.23000 -1.15025 -2.01872 -1.71511 -0.24218 4.51752 -6.59932 -2.08180
4.24000 -1.17013 -1.95654 -1.71720 -0.17707 4.13962 -6.22142 -2.08180
4.25000 -1.18937 -1.89187 -1.71866 -0.11657 3.77635 -5.85815 -2.08180
4.26000 -1.20795 -1.82481 -1.71955 -0.06056 3.42811 -5.50991 -2.08180
4.27000 -1.22586 -1.75542 -1.71989 -0.00889 3.09529 -5.17709 -2.08180
4.28000 -1.24306 -1.68381 -1.71974 0.03858 2.77825 -4.86005 -2.08180
4.29000 -1.25953 -1.61008 -1.71913 0.08204 2.47732 -4.55912 -2.08180
4.30000 -1.27525 -1.53431 -1.71811 0.12167 2.19283 -4.27463 -2.08180
4.31000 -1.29021 -1.45662 -1.71671 0.15768 1.92507 -4.00687 -2.08180
4.32000 -1.30438 -1.37711 -1.71497 0.19027 1.67430 -3.75610 -2.08180
4.33000 -1.31774 -1.29591 -1.71292 0.21967 1.44078 -3.52258 -2.08180
4.34000 -1.33029 -1.21312 -1.71058 0.24610 1.22472 -3.30652 -2.08180
4.35000 -1.34200 -1.12887 -1.70800 0.26981 1.02633 -3.10813 -2.08180
4.36000 -1.35286 -1.04327 -1.70520 0.29102 0.84579 -2.92759 -2.08180
4.37000 -1.36286 -0.95645 -1.70219 0.30997 0.68327 -2.76507 -2.08180
4.38000 -1.37199 -0.86852 -1.69900 0.32688 0.53890 -2.62070 -2.08180
4.39000 -1.38023 -0.77962 -1.69566 0.34198 0.41282 -2.49462 -2.08180
4.40000 -1.38758 -0.68984 -1.69217 0.35549 0.30513 -2.38692 -2.08180
4.41000 -1.39402 -0.59932 -1.68855 0.36762 0.21592 -2.29772 -2.08180
4.42000 -1.39956 -0.50814 -1.68482 0.37857 0.14527 -2.22707 -2.08180
4.43000 -1.40418 -0.41642 -1.68099 0.38853 0.09325 -2.17505 -2.08180
4.44000 -1.40789 -0.32427 -1.67705 0.39768 0.05991 -2.14171 -2.08180
4.45000 -1.41067 -0.23176 -1.67303 0.40619 0.04529 -2.12709 -2.08180
4.46000 -1.41252 -0.13900 -1.66893 0.41423 0.04942 -2.13122 -2.08180
4.47000 -1.41345 -0.04608 -1.66475 0.42196 0.07232 -2.15411 -2.08180
4.48000 -1.41344 0.04693 -1.66049 0.42951 0.11399 -2.19578 -2.08180
4.49000 -1.41251 0.13993 -1.65616 0.43704 0.17443 -2.25623 -2.08180
4.50000 -1.41065 0.23285 -1.65175 0.44468 0.25364 -2.33544 -2.08180
4.51000 -1.40785 0.32560 -1.64727 0.45258 0.35158 -2.43338 -2.08180
4.52000 -1.40413 0.41810 -1.64270 0.46086 0.46823 -2.55003 -2.08180
4.53000 -1.39949 0.51026 -1.63805 0.46968 0.60354 -2.68534 -2.08180
4.54000 -1.39393 0.60200 -1.63330 0.47917 0.75745 -2.83925 -2.08180
4.55000 -1.38745 0.69323 -1.62846 0.48949 0.92989 -3.01169 -2.08180
4.56000 -1.38007 0.78385 -1.62351 0.50077 1.12076 -3.20256 -2.08180
4.57000 -1.37178 0.87376 -1.61844 0.51319 1.32997 -3.41177 -2.08180
4.58000 -1.36260 0.96285 -1.61324 0.52692 1.55739 -3.63918 -2.08180
4.59000 -1.35253 1.05101 -1.60790 0.54213 1.80287 -3.88467 -2.08180
4.60000 -1.34158 1.13812 -1.60239 0.55900 2.06625 -4.14805 -2.08180
4.61000 -1.32977 1.22405 -1.59671 0.57774 2.34734 -4.42914 -2.08180
4.62000 -1.31710 1.30869 -1.59083 0.59854 2.64592 -4.72772 -2.08180
4.63000 -1.30360 1.39187 -1.58473 0.62162 2.96175 -5.04355 -2.08180
4.64000 -1.28927 1.47347 -1.57839 0.64718 3.29456 -5.37636 -2.08180
4.65000 -1.27413 1.55334 -1.57178 0.67545 3.64405 -5.72585 -2.08180
4.66000 -1.25821 1.63132 -1.56487 0.70665 4.00987 -6.09167 -2.08180
4.67000 -1.24152 1.70726 -1.55764 0.74099 4.39167 -6.47347 -2.08180
4.68000 -1.22407 1.78101 -1.55004 0.77870 4.78904 -6.87084 -2.08180
4.69000 -1.20590 1.85241 -1.54205 0.81998 5.20155 -7.28335 -2.08180
4.70000 -1.18703 1.92131 -1.53363 0.86503 5.62873 -7.71052 -2.08180
4.71000 -1.16749 1.98754 -1.52474 0.91404 6.07006 -8.15186 -2.08180
4.72000 -1.14729 2.05097 -1.51533 0.96719 6.52502 -8.60682 -2.08180
4.73000 -1.12648 2.11143 -1.50538 1.02462 6.99304 -9.07483 -2.08180
4.74000 -1.10507 2.16879 -1.49483 1.08648 7.47349 -9.55529 -2.08180
4.75000 -1.08311 2.22290 -1.48363 1.15288 7.96577 -10.04756 -2.08180
4.76000 -1.06063 2.27362 -1.47175 1.22392 8.46918 -10.55098 -2.08180
4.77000 -1.03765 2.32082 -1.45914 1.29965 8.98305 -11.06484 -2.08180
4.78000 -1.01422 2.36437 -1.44575 1.38013 9.50664 -11.58844 -2.08180
4.79000 -0.99038 2.40414 -1.43152 1.46537 10.03921 -12.12101 -2.08180
4.80000 -0.96615 2.44000 -1.41642 1.55535 10.57999 -12.66178 -2.08180
4.81000 -0.94159 2.47184 -1.40040 1.65005 11.12818 -13.20997 -2.08180
4.82000 -0.91673 2.49953 -1.38341 1.74940 11.68296 -13.76476 -2.08180
4.83000 -0.89161 2.52296 -1.36540 1.85331 12.24351 -14.32531 -2.08180
4.84000 -0.86628 2.54202 -1.34632 1.96168 12.80896 -14.89076 -2.08180
4.85000 -0.84079 2.55659 -1.32615 2.07437 13.37845 -15.46025 -2.08180
4.86000 -0.81517 2.56657 -1.30482 2.19122 13.95109 -16.03289 -2.08180
4.87000 -0.78947 2.57187 -1.28231 2.31206 14.52597 -16.60777 -2.08180
4.88000 -0.76375 2.57240 -1.25857 2.43668 15.10218 -17.18397 -2.08180
4.89000 -0.73804 2.56808 -1.23356 2.56486 15.67876 -17.76056 -2.08180
4.90000 -0.71240 2.55885 -1.20726 2.69636 16.25476 -18.33656 -2.08180
